Invoice ID,Branch,City,Customer type,Customer_name,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Male,Female
626-37-3402,A,Nashik,Member,Deepak Verma,Male,Food and beverages,33.31,3,4.9965,104.9265,2019-03-15,10:44:58,Ewallet,99.93,4.761904762,4.9965,2.1,Gaurav Tiwari,Charul Yadav
734-99-8727,A,Kochi,Normal,Nandini Patel,Female,Food and beverages,45.13,7,15.7955,331.7055,2018-05-18,05:03:02,Walmart Gift Cards,315.91,4.761904762,15.7955,7.6,Arjun Patel,Falak Patel
976-40-7102,E,Agra,Normal,Saisha Khan,Female,Food and beverages,66.39,7,23.2365,487.9665,2015-08-06,13:16:13,Ewallet,464.73,4.761904762,23.2365,5.3,Uday Sahu,Eshita Singh
567-99-4283,C,Hyderabad,Member,Om Prakash Sharma,Male,Books,62,1,3.1,65.1,2018-03-01,12:11:22,Cash,62,4.761904762,3.1,9.4,Aryan Gupta,Ishita Mehta
852-10-1390,E,Lucknow,Member,Nandini Patel,Female,Home and lifestyle,67.25,8,26.9,564.9,2021-10-04,18:08:21,Credit Card,538,4.761904762,26.9,5.7,Omkar Joshi,Ananya Patel
489-41-9008,B,Jaipur,Normal,Ishaan Kumar,Male,Food and beverages,98.9,1,4.945,103.845,2019-08-04,03:17:21,Ewallet,98.9,4.761904762,4.945,8.9,Lucky Singh,Vanya Gupta
153-47-0538,E,Surat,Member,Harsh Joshi,Male,Food and beverages,81.94,9,36.873,774.333,2023-09-29,11:06:59,Ewallet,737.46,4.761904762,36.873,2,Tarun Kumar,Nitya Yadav
806-61-7322,E,Indore,Member,Naman Verma,Male,Home and lifestyle,19.94,4,3.988,83.748,2021-02-17,13:45:20,Ewallet,79.76,4.761904762,3.988,7.5,Ayush Sharma,Meher Sharma
334-16-8548,A,Vishakhapatnam,Normal,Deepak Verma,Male,Health and beauty,31.45,9,14.1525,297.2025,2019-01-23,21:14:02,Credit Card,283.05,4.761904762,14.1525,8.9,Karan Joshi,Ananya Patel
326-42-3747,A,Indore,Member,Tanya Rajput,Female,Books,66.21,9,29.7945,625.6845,2020-08-03,07:13:35,Walmart Gift Cards,595.89,4.761904762,29.7945,4.3,Tanuj Mehta,Divisha Kapoor
565-24-0703,A,Bangalore,Member,Govind Tiwari,Male,Books,13.67,4,2.734,57.414,2020-06-21,13:56:58,Credit Card,54.68,4.761904762,2.734,8.6,Raghav Patel,Diya Yadav
449-68-8812,D,Ahmedabad,Member,Pratik Chauhan,Male,Sports and travel,55.64,1,2.782,58.422,2018-10-31,17:54:24,Credit Card,55.64,4.761904762,2.782,1.1,Dheeraj Yadav,Charul Yadav
998-24-9081,E,Ahmedabad,Normal,Lakshay Sharma,Male,Food and beverages,68.95,9,31.0275,651.5775,2019-06-26,17:07:28,Walmart Gift Cards,620.55,4.761904762,31.0275,2.4,Lokesh Tiwari,Zoya Gupta
494-36-8158,A,Chennai,Member,Faizan Khan,Male,Electronic accessories,39.31,6,11.793,247.653,2017-02-28,16:19:21,Credit Card,235.86,4.761904762,11.793,9.4,Yashvardhan Sharma,Chandni Joshi
420-97-0622,C,Mumbai,Normal,Kaushal Yadav,Male,Home and lifestyle,12.39,3,1.8585,39.0285,2015-10-22,04:12:05,Ewallet,37.17,4.761904762,1.8585,8.4,Naveen Sharma,Bela Yadav
671-21-4526,D,Vadodara,Member,Ananya Patel,Female,Food and beverages,23.71,8,9.484,199.164,2017-07-03,11:29:15,Ewallet,189.68,4.761904762,9.484,3.7,Mukesh Kumar,Vanshika Gupta
821-65-2457,D,Surat,Member,Mohit Sahu,Male,Home and lifestyle,28.73,1,1.4365,30.1665,2022-04-15,02:15:38,Credit Card,28.73,4.761904762,1.4365,3.4,Rahul Sharma,Farah Joshi
761-68-5042,E,Vadodara,Member,Hema Sahu,Female,Home and lifestyle,87.39,2,8.739,183.519,2016-06-01,23:53:32,Credit Card,174.78,4.761904762,8.739,1.2,Arjun Patel,Bhavna Sharma
928-75-1363,B,Vadodara,Normal,Megha Kapoor,Female,Food and beverages,60.62,8,24.248,509.208,2018-10-11,21:29:35,Walmart Gift Cards,484.96,4.761904762,24.248,7.8,Naman Verma,Chhavi Chauhan
507-70-2806,C,Ahmedabad,Normal,Leela Yadav,Female,Books,73.71,10,36.855,773.955,2023-12-11,06:16:40,Credit Card,737.1,4.761904762,36.855,5.6,Tejas Joshi,Naina Rajput
964-85-7096,C,Mumbai,Member,Abhishek Yadav,Male,Health and beauty,69,10,34.5,724.5,2020-06-08,05:53:53,Walmart Gift Cards,690,4.761904762,34.5,6.8,Qureshi Khan,Prisha Khan
598-35-0966,A,Pune,Normal,Eshaan Kapoor,Female,Sports and travel,93.45,5,23.3625,490.6125,2018-09-04,23:50:38,Ewallet,467.25,4.761904762,23.3625,5.7,Jai Kapoor,Nandini Patel
696-59-2179,B,Kochi,Member,Jatin Chauhan,Male,Books,26.18,5,6.545,137.445,2022-11-11,03:25:15,Credit Card,130.9,4.761904762,6.545,5.7,Aditya Singh,Eshaan Kapoor
380-69-5358,C,Vishakhapatnam,Member,Keshav Sharma,Male,Food and beverages,82.91,3,12.4365,261.1665,2023-06-29,18:23:26,Ewallet,248.73,4.761904762,12.4365,1.6,Umar Khan,Fatima Joshi
409-99-3723,C,Chennai,Member,Nishant Verma,Male,Home and lifestyle,23.87,1,1.1935,25.0635,2023-02-17,01:57:48,Credit Card,23.87,4.761904762,1.1935,4.3,Rohit Patel,Charul Yadav
877-31-5275,A,Mumbai,Member,Parth Kapoor,Male,Health and beauty,87.14,10,43.57,914.97,2020-04-24,02:35:18,Ewallet,871.4,4.761904762,43.57,6.5,Mukesh Kumar,Jhanvi Mehta
734-32-9853,D,Mumbai,Member,Zayd Khan,Male,Health and beauty,59.87,3,8.9805,188.5905,2019-11-12,10:08:42,Credit Card,179.61,4.761904762,8.9805,1.3,Mukesh Kumar,Yuvika Patel
428-66-0666,E,Indore,Member,Parth Kapoor,Male,Clothing,16.75,9,7.5375,158.2875,2019-02-07,02:54:54,Credit Card,150.75,4.761904762,7.5375,8.8,Dheeraj Yadav,Jigyasa Verma
450-40-9198,D,Ahmedabad,Normal,Omkar Joshi,Male,Electronic accessories,97.25,1,4.8625,102.1125,2015-04-12,14:47:19,Walmart Gift Cards,97.25,4.761904762,4.8625,2.1,Uday Sahu,Megha Kapoor
306-25-8562,A,Agra,Normal,Vicky Singh,Male,Health and beauty,27.35,3,4.1025,86.1525,2021-04-27,03:14:43,Ewallet,82.05,4.761904762,4.1025,8.7,Yogesh Mehta,Tithira Kapoor
383-94-5657,C,Pune,Normal,Vanya Gupta,Female,Sports and travel,89.24,8,35.696,749.616,2019-04-08,01:04:48,Walmart Gift Cards,713.92,4.761904762,35.696,4.6,Dev Patel,Devanshi Tiwari
645-57-9600,D,Bangalore,Member,Tanuj Mehta,Male,Home and lifestyle,60.29,5,15.0725,316.5225,2023-02-13,09:06:49,Cash,301.45,4.761904762,15.0725,3.6,Ayush Sharma,Mahira Verma
914-99-3642,E,Kochi,Normal,Rithika Joshi,Female,Food and beverages,43.57,2,4.357,91.497,2022-08-18,14:17:48,Credit Card,87.14,4.761904762,4.357,8.7,Vivek Yadav,Eshaan Kapoor
602-87-9787,D,New Delhi,Member,Gopal Tiwari,Male,Health and beauty,82.81,2,8.281,173.901,2023-09-07,13:35:27,Cash,165.62,4.761904762,8.281,1.8,Tejas Joshi,Aashi Mehta
953-23-2137,E,Nashik,Normal,Nitya Yadav,Female,Home and lifestyle,31.34,1,1.567,32.907,2022-02-23,07:57:52,Ewallet,31.34,4.761904762,1.567,2,Rahul Sharma,Kashish Kapoor
546-69-7413,D,Lucknow,Member,Arjun Patel,Male,Clothing,25.17,7,8.8095,184.9995,2022-07-23,04:40:51,Ewallet,176.19,4.761904762,8.8095,3.2,Yogesh Mehta,Jiya Sahu
791-12-8525,C,Pune,Member,Tanisha Patel,Female,Home and lifestyle,34.21,8,13.684,287.364,2020-05-01,10:03:58,Cash,273.68,4.761904762,13.684,3.8,Harsh Joshi,Kashvi Rajput
695-36-7549,C,Hyderabad,Normal,Kunal Gupta,Male,Health and beauty,89.46,4,17.892,375.732,2021-10-09,09:13:52,Walmart Gift Cards,357.84,4.761904762,17.892,9.4,Tejas Joshi,Aashi Mehta
665-74-0013,A,Surat,Normal,Karan Joshi,Male,Health and beauty,58.11,4,11.622,244.062,2020-10-29,18:20:54,Cash,232.44,4.761904762,11.622,7,Lakshay Sharma,Zoya Gupta
220-68-6042,C,Hyderabad,Normal,Naveen Sharma,Male,Food and beverages,79.59,2,7.959,167.139,2021-12-01,08:28:33,Credit Card,159.18,4.761904762,7.959,9.4,Pratik Chauhan,Megha Kapoor
930-91-4672,E,Nashik,Normal,Mohit Sahu,Male,Electronic accessories,42.31,2,4.231,88.851,2018-12-13,05:20:23,Walmart Gift Cards,84.62,4.761904762,4.231,6.1,Kaushal Yadav,Ginni Gupta
663-79-3809,B,Nagpur,Member,Sanya Verma,Female,Electronic accessories,21.24,3,3.186,66.906,2022-09-20,11:18:12,Ewallet,63.72,4.761904762,3.186,1.7,Deepak Verma,Hetal Patel
368-54-8660,B,Bhopal,Member,Jiya Sahu,Female,Clothing,87.11,3,13.0665,274.3965,2016-05-12,03:00:52,Walmart Gift Cards,261.33,4.761904762,13.0665,1.7,Sagar Mehta,Jhanvi Mehta
581-85-4915,B,Surat,Normal,Aanya Sharma,Female,Food and beverages,93.46,4,18.692,392.532,2017-01-21,01:50:39,Walmart Gift Cards,373.84,4.761904762,18.692,5.4,Aarav Kumar,Qamar Yadav
686-76-4755,A,Indore,Normal,Eesha Verma,Female,Clothing,16.4,8,6.56,137.76,2017-10-17,17:23:53,Cash,131.2,4.761904762,6.56,4.2,Rajveer Gupta,Anika Patel
437-87-4640,C,Jaipur,Normal,Farhan Khan,Male,Home and lifestyle,24.72,8,9.888,207.648,2022-03-03,05:33:13,Credit Card,197.76,4.761904762,9.888,7.6,Bhushan Sharma,Gargi Kapoor
258-64-2260,D,Kochi,Member,Mohan Patel,Male,Electronic accessories,89.08,1,4.454,93.534,2017-10-20,18:05:45,Cash,89.08,4.761904762,4.454,6.4,Vivek Yadav,Aashi Mehta
106-06-8155,A,Indore,Member,Lucky Singh,Male,Home and lifestyle,26.73,6,8.019,168.399,2015-04-17,23:03:32,Credit Card,160.38,4.761904762,8.019,4.1,Dinesh Yadav,Ginni Gupta
724-49-5665,D,Ahmedabad,Normal,Zoya Gupta,Female,Home and lifestyle,14.89,8,5.956,125.076,2015-08-21,01:50:09,Credit Card,119.12,4.761904762,5.956,2.3,Hrishikesh Kapoor,Sanya Verma
531-87-5309,C,New Delhi,Member,Riddhi Verma,Female,Food and beverages,88.6,8,35.44,744.24,2021-10-01,16:56:59,Credit Card,708.8,4.761904762,35.44,6.7,Ishan Verma,Saanvi Kumar
398-53-6368,A,Chennai,Member,Hetal Patel,Female,Electronic accessories,61.13,3,9.1695,192.5595,2018-12-09,11:39:05,Ewallet,183.39,4.761904762,9.1695,3.7,Arnav Patel,Prisha Khan
919-67-0601,D,Kolkata,Normal,Bela Yadav,Female,Sports and travel,96.68,5,24.17,507.57,2018-07-11,23:35:49,Cash,483.4,4.761904762,24.17,5.7,Mukesh Kumar,Oishi Tiwari
704-73-1886,E,Mumbai,Normal,Ishita Mehta,Female,Health and beauty,79.38,8,31.752,666.792,2023-05-05,11:09:12,Walmart Gift Cards,635.04,4.761904762,31.752,8.9,Aryan Gupta,Charvi Verma
528-39-3454,C,Hyderabad,Normal,Dinesh Yadav,Male,Food and beverages,76.54,2,7.654,160.734,2015-07-07,05:02:11,Walmart Gift Cards,153.08,4.761904762,7.654,8.6,Mohit Sahu,Yashi Kapoor
492-28-8833,D,Bhopal,Normal,Chirag Kapoor,Male,Clothing,61.18,2,6.118,128.478,2021-11-30,17:11:18,Credit Card,122.36,4.761904762,6.118,5.4,Dev Patel,Kashvi Rajput
411-99-4236,E,Surat,Member,Gagan Singh,Male,Home and lifestyle,79.04,10,39.52,829.92,2020-04-17,06:53:39,Credit Card,790.4,4.761904762,39.52,2.3,Harsh Joshi,Kashvi Rajput
306-73-1877,D,Indore,Member,Imran Khan,Male,Health and beauty,64.71,3,9.7065,203.8365,2022-01-25,16:41:09,Walmart Gift Cards,194.13,4.761904762,9.7065,9.1,Gagan Singh,Mahira Verma
519-33-6533,C,Kochi,Member,Raghav Patel,Male,Food and beverages,15.02,2,1.502,31.542,2022-09-22,12:02:56,Walmart Gift Cards,30.04,4.761904762,1.502,1.7,Tarun Kumar,Lavanya Sharma
184-14-1267,D,Jaipur,Member,Mukesh Kumar,Male,Health and beauty,54.78,2,5.478,115.038,2022-08-02,07:07:55,Walmart Gift Cards,109.56,4.761904762,5.478,7.2,Arjun Patel,Yashi Kapoor
458-91-2068,D,Nagpur,Normal,Urvi Khan,Female,Food and beverages,48.64,4,9.728,204.288,2020-07-19,07:54:17,Walmart Gift Cards,194.56,4.761904762,9.728,2,Dev Patel,Saisha Khan
492-67-5143,D,Agra,Member,Zoya Gupta,Female,Home and lifestyle,97.52,3,14.628,307.188,2018-01-15,07:15:49,Cash,292.56,4.761904762,14.628,8.7,Aniket Yadav,Queenie Sharma
774-61-6628,A,Kolkata,Member,Eklavya Verma,Male,Electronic accessories,88.76,10,44.38,931.98,2020-09-05,14:21:40,Ewallet,887.6,4.761904762,44.38,1,Zain Khan,Eshaan Kapoor
323-77-6461,B,Indore,Member,Ravi Patel,Male,Sports and travel,90.26,8,36.104,758.184,2021-02-06,15:27:48,Walmart Gift Cards,722.08,4.761904762,36.104,9.8,Farhan Khan,Eesha Verma
677-42-4676,D,Kochi,Member,Tarun Kumar,Male,Sports and travel,67.56,4,13.512,283.752,2023-04-29,13:12:56,Credit Card,270.24,4.761904762,13.512,7,Jatin Chauhan,Chetana Sahu
374-99-8284,C,Mumbai,Member,Armaan Khan,Male,Food and beverages,13.12,7,4.592,96.432,2022-08-16,00:06:42,Cash,91.84,4.761904762,4.592,9.4,Nishant Verma,Anika Patel
636-91-7479,D,Bangalore,Member,Ishaan Kumar,Male,Food and beverages,22.56,6,6.768,142.128,2022-08-22,14:07:53,Credit Card,135.36,4.761904762,6.768,1.4,Mohit Sahu,Kashish Kapoor
914-53-9797,A,Kolkata,Member,Kunal Gupta,Male,Books,71.96,8,28.784,604.464,2023-06-09,12:45:41,Cash,575.68,4.761904762,28.784,3.4,Nishant Verma,Parina Patel
579-41-0522,C,Chennai,Normal,Qamar Yadav,Female,Food and beverages,72.72,2,7.272,152.712,2023-10-06,22:39:17,Credit Card,145.44,4.761904762,7.272,7.3,Gagan Singh,Naina Rajput
754-54-4886,B,Jaipur,Normal,Upasana Yadav,Female,Sports and travel,22.58,3,3.387,71.127,2023-10-10,11:22:04,Credit Card,67.74,4.761904762,3.387,1.7,Zahir Khan,Megha Kapoor
134-34-6337,D,Chandigarh,Normal,Yashi Kapoor,Female,Food and beverages,42.24,1,2.112,44.352,2023-07-16,06:05:12,Ewallet,42.24,4.761904762,2.112,5.2,Ishaan Kumar,Nitya Yadav
823-96-1110,E,Chennai,Member,Bhavna Sharma,Female,Food and beverages,94.1,2,9.41,197.61,2015-12-26,12:36:15,Walmart Gift Cards,188.2,4.761904762,9.41,1.9,Sunil Verma,Bhavna Sharma
256-43-9760,E,Ahmedabad,Normal,Rajveer Gupta,Male,Health and beauty,90.08,3,13.512,283.752,2022-07-22,18:14:55,Credit Card,270.24,4.761904762,13.512,6.9,Sahil Gupta,Hira Gupta
743-09-3634,E,Jaipur,Member,Rahul Sharma,Male,Food and beverages,48.11,10,24.055,505.155,2019-06-07,11:12:37,Ewallet,481.1,4.761904762,24.055,9.2,Deepak Verma,Ginni Gupta
761-86-4226,E,Agra,Normal,Zara Tiwari,Female,Home and lifestyle,57.14,10,28.57,599.97,2015-12-29,20:10:20,Ewallet,571.4,4.761904762,28.57,2.6,Abhishek Yadav,Eshaan Kapoor
789-52-7225,D,Kochi,Member,Saanvi Kumar,Female,Books,89.83,9,40.4235,848.8935,2016-06-04,21:47:52,Ewallet,808.47,4.761904762,40.4235,5.9,Umar Khan,Gargi Kapoor
706-94-6126,A,Chennai,Normal,Ishaan Kumar,Male,Books,39.78,9,17.901,375.921,2019-07-16,03:04:41,Ewallet,358.02,4.761904762,17.901,7.9,Sunil Verma,Qiana Tiwari
670-25-5837,A,Agra,Member,Tarun Kumar,Male,Food and beverages,85.01,6,25.503,535.563,2018-07-15,07:57:26,Walmart Gift Cards,510.06,4.761904762,25.503,2.8,Lakshay Sharma,Kashvi Rajput
607-09-6306,D,Kolkata,Normal,Sahil Gupta,Male,Food and beverages,73.04,3,10.956,230.076,2015-10-28,02:21:41,Walmart Gift Cards,219.12,4.761904762,10.956,3.1,Omkar Mehta,Charvi Verma
196-89-2739,A,Agra,Member,Nitya Yadav,Female,Clothing,80.95,5,20.2375,424.9875,2017-04-25,06:07:44,Credit Card,404.75,4.761904762,20.2375,4.3,Lalit Yadav,Zara Tiwari
112-07-1079,A,Chandigarh,Member,Aaradhya Yadav,Female,Electronic accessories,45.26,3,6.789,142.569,2022-01-18,13:00:06,Walmart Gift Cards,135.78,4.761904762,6.789,8.8,Aditya Singh,Lavina Yadav
101-78-4148,D,Chandigarh,Normal,Zara Tiwari,Female,Home and lifestyle,62.59,7,21.9065,460.0365,2021-09-06,18:37:01,Ewallet,438.13,4.761904762,21.9065,2,Neeraj Singh,Gitanjali Sharma
586-45-5366,A,Kolkata,Member,Keshav Sharma,Male,Clothing,87.91,1,4.3955,92.3055,2019-08-12,13:12:31,Walmart Gift Cards,87.91,4.761904762,4.3955,2.1,Rohit Patel,Ishita Mehta
942-58-0950,C,Vishakhapatnam,Normal,Kaushal Yadav,Male,Clothing,43.86,7,15.351,322.371,2023-08-30,12:19:58,Ewallet,307.02,4.761904762,15.351,8.3,Sagar Mehta,Mahira Verma
877-13-8627,E,Bangalore,Normal,Queenie Sharma,Female,Clothing,19.09,2,1.909,40.089,2015-08-20,00:24:06,Cash,38.18,4.761904762,1.909,1.9,Eshan Verma,Ginni Gupta
564-00-9420,C,Nashik,Normal,Eshan Verma,Male,Sports and travel,15.06,6,4.518,94.878,2020-05-11,14:14:06,Credit Card,90.36,4.761904762,4.518,5.9,Hrishikesh Kapoor,Aashi Mehta
213-46-8548,A,Nagpur,Normal,Aarav Kumar,Male,Food and beverages,21.87,6,6.561,137.781,2019-10-18,00:48:33,Credit Card,131.22,4.761904762,6.561,4.1,Tarun Kumar,Leela Yadav
218-71-4265,E,Hyderabad,Normal,Gopal Tiwari,Male,Books,66.39,6,19.917,418.257,2020-11-11,13:43:03,Ewallet,398.34,4.761904762,19.917,3.5,Tejas Joshi,Jigyasa Verma
381-98-9425,D,Bangalore,Member,Parth Kapoor,Male,Food and beverages,10.4,4,2.08,43.68,2016-11-27,05:01:45,Credit Card,41.6,4.761904762,2.08,9.3,Vicky Singh,Hetal Patel
277-42-4374,C,Vishakhapatnam,Normal,Gaurav Tiwari,Male,Food and beverages,35.48,4,7.096,149.016,2018-11-12,16:59:44,Cash,141.92,4.761904762,7.096,8.3,Deepak Verma,Divya Chauhan
742-77-9873,E,Chennai,Member,Raghav Patel,Male,Electronic accessories,49.77,1,2.4885,52.2585,2022-05-28,17:36:15,Walmart Gift Cards,49.77,4.761904762,2.4885,8.4,Tanuj Mehta,Megha Kapoor
573-42-7117,E,New Delhi,Member,Jagdish Yadav,Male,Health and beauty,38.32,7,13.412,281.652,2016-01-09,19:21:57,Credit Card,268.24,4.761904762,13.412,5.2,Govind Tiwari,Nupur Singh
825-29-6120,B,Chennai,Member,Omkar Mehta,Male,Electronic accessories,11.72,8,4.688,98.448,2022-09-07,22:42:55,Credit Card,93.76,4.761904762,4.688,8,Zain Khan,Vanya Gupta
951-35-7726,C,Nagpur,Member,Chetan Kumar,Male,Electronic accessories,52.66,9,23.697,497.637,2022-09-24,12:24:59,Walmart Gift Cards,473.94,4.761904762,23.697,5,Akash Sharma,Meher Sharma
420-50-7779,C,Nagpur,Member,Charvi Verma,Female,Home and lifestyle,26.8,6,8.04,168.84,2015-10-27,07:02:49,Cash,160.8,4.761904762,8.04,8.9,Harshit Patel,Hema Sahu
207-35-2788,E,Hyderabad,Member,Deepesh Verma,Male,Books,75.77,8,30.308,636.468,2023-07-08,01:05:25,Ewallet,606.16,4.761904762,30.308,3.5,Jai Kapoor,Upasana Yadav
905-50-2839,E,Pune,Member,Charvi Verma,Female,Health and beauty,78.08,2,7.808,163.968,2019-11-28,10:08:15,Credit Card,156.16,4.761904762,7.808,7,Naman Verma,Lavanya Sharma
381-23-3643,B,Bhopal,Normal,Hrishikesh Kapoor,Male,Food and beverages,50.97,10,25.485,535.185,2022-06-07,00:04:30,Ewallet,509.7,4.761904762,25.485,8.8,Hrishikesh Kapoor,Queenie Sharma
424-46-8946,B,New Delhi,Member,Uday Sahu,Male,Electronic accessories,97.44,5,24.36,511.56,2016-11-26,02:26:24,Ewallet,487.2,4.761904762,24.36,2.7,Pradeep Chauhan,Sanika Verma
263-93-8406,D,Indore,Member,Nandini Patel,Female,Food and beverages,35.72,10,17.86,375.06,2022-03-31,16:17:42,Walmart Gift Cards,357.2,4.761904762,17.86,8.5,Chirag Kapoor,Oorja Gupta
654-17-5220,C,Bhopal,Member,Nandini Patel,Female,Health and beauty,67.43,7,23.6005,495.6105,2021-09-10,19:00:32,Walmart Gift Cards,472.01,4.761904762,23.6005,7.7,Pradeep Chauhan,Saanvi Kumar
120-08-7079,C,Ahmedabad,Member,Kavya Rajput,Female,Home and lifestyle,58.09,2,5.809,121.989,2015-09-21,12:11:02,Ewallet,116.18,4.761904762,5.809,6.3,Faizan Khan,Veda Singh
496-23-6902,B,New Delhi,Normal,Chirag Kapoor,Male,Health and beauty,93.81,1,4.6905,98.5005,2016-05-19,12:18:34,Cash,93.81,4.761904762,4.6905,5.2,Lucky Singh,Megha Kapoor
759-33-1093,B,Kochi,Member,Mukesh Kumar,Male,Sports and travel,82.36,6,24.708,518.868,2020-07-17,10:39:40,Ewallet,494.16,4.761904762,24.708,3.2,Mohit Sahu,Ishaani Sahu
426-31-7235,A,Vishakhapatnam,Normal,Gaurav Tiwari,Male,Clothing,89.42,6,26.826,563.346,2020-06-03,23:59:54,Walmart Gift Cards,536.52,4.761904762,26.826,6.3,Karan Joshi,Megha Kapoor
666-80-6200,D,Chennai,Member,Zaina Chauhan,Female,Health and beauty,14.02,2,1.402,29.442,2019-09-22,08:57:05,Ewallet,28.04,4.761904762,1.402,2,Aniket Yadav,Divya Chauhan
551-08-5677,B,Indore,Normal,Saisha Khan,Female,Clothing,61.77,6,18.531,389.151,2019-09-02,14:29:27,Credit Card,370.62,4.761904762,18.531,7.2,Faizan Khan,Jiya Sahu
276-19-1315,A,Ahmedabad,Normal,Gauri Singh,Female,Electronic accessories,11.61,4,2.322,48.762,2020-03-07,12:02:12,Walmart Gift Cards,46.44,4.761904762,2.322,3.7,Yash Patel,Bhavna Sharma
256-60-5789,E,Chennai,Member,Ishaan Kumar,Male,Books,19.25,10,9.625,202.125,2015-11-27,11:21:14,Credit Card,192.5,4.761904762,9.625,4.7,Yogesh Mehta,Ishita Mehta
724-99-9163,E,Agra,Normal,Ishaan Kumar,Male,Clothing,77.47,9,34.8615,732.0915,2023-03-18,21:00:54,Walmart Gift Cards,697.23,4.761904762,34.8615,6.1,Omkar Mehta,Rithika Joshi
101-57-6283,B,Nashik,Member,Lavisha Kapoor,Female,Books,22.36,10,11.18,234.78,2019-03-15,00:38:52,Credit Card,223.6,4.761904762,11.18,3.7,Vivek Yadav,Zaina Tiwari
115-02-7671,C,Vishakhapatnam,Member,Govind Tiwari,Male,Sports and travel,23.27,10,11.635,244.335,2016-04-10,00:10:58,Credit Card,232.7,4.761904762,11.635,6.6,Akash Sharma,Zoya Gupta
310-51-3330,A,Bhopal,Normal,Yogesh Mehta,Male,Electronic accessories,84.05,8,33.62,706.02,2020-08-31,17:38:34,Ewallet,672.4,4.761904762,33.62,3.8,Ujjwal Gupta,Gauri Singh
138-43-2975,C,Nagpur,Normal,Chetan Kumar,Male,Clothing,42.64,3,6.396,134.316,2019-03-07,00:22:32,Ewallet,127.92,4.761904762,6.396,2.8,Siddharth Reddy,Yashi Kapoor
145-87-5035,D,Nashik,Normal,Fatima Joshi,Female,Health and beauty,81.84,1,4.092,85.932,2016-11-13,16:15:38,Ewallet,81.84,4.761904762,4.092,4.1,Zain Khan,Aaradhya Yadav
656-51-0976,A,Jaipur,Normal,Prisha Khan,Female,Food and beverages,53.05,2,5.305,111.405,2017-01-16,07:59:54,Walmart Gift Cards,106.1,4.761904762,5.305,5.9,Deepak Verma,Gitanjali Sharma
294-93-3235,C,Bangalore,Member,Umar Khan,Male,Sports and travel,72.14,9,32.463,681.723,2020-09-14,02:12:00,Ewallet,649.26,4.761904762,32.463,5.2,Omkar Joshi,Charul Yadav
101-66-8112,D,Agra,Member,Pari Chauhan,Female,Electronic accessories,70.01,4,14.002,294.042,2016-11-29,18:06:20,Walmart Gift Cards,280.04,4.761904762,14.002,9.3,Naveen Sharma,Charvi Verma
152-85-0533,E,Chennai,Member,Keshav Sharma,Male,Clothing,95.35,4,19.07,400.47,2015-06-10,04:10:04,Walmart Gift Cards,381.4,4.761904762,19.07,9.8,Zeeshan Patel,Qamar Yadav
438-71-3382,B,Hyderabad,Member,Ira Kumar,Female,Sports and travel,58.34,10,29.17,612.57,2019-09-20,10:36:01,Ewallet,583.4,4.761904762,29.17,1.9,Arnav Patel,Gauri Singh
844-19-2680,C,Mumbai,Normal,Om Prakash Sharma,Male,Health and beauty,59.65,3,8.9475,187.8975,2017-06-25,06:47:57,Cash,178.95,4.761904762,8.9475,2.4,Ayush Sharma,Hira Gupta
977-81-3417,B,Lucknow,Normal,Mukesh Kumar,Male,Books,19.87,10,9.935,208.635,2017-03-03,05:44:21,Cash,198.7,4.761904762,9.935,6.4,Armaan Khan,Ishaani Sahu
822-57-7820,C,Nagpur,Member,Ira Kumar,Female,Health and beauty,88.45,6,26.535,557.235,2016-08-21,14:32:46,Credit Card,530.7,4.761904762,26.535,4.1,Arnav Patel,Charvi Verma
294-33-1739,E,Chennai,Normal,Dheeraj Yadav,Male,Health and beauty,82.11,3,12.3165,258.6465,2016-10-10,17:07:17,Cash,246.33,4.761904762,12.3165,2.7,Lokesh Tiwari,Bhavna Sharma
564-23-1543,E,Kochi,Member,Lucky Singh,Male,Electronic accessories,84.58,9,38.061,799.281,2018-06-15,09:45:02,Walmart Gift Cards,761.22,4.761904762,38.061,1.4,Yash Patel,Charvi Verma
429-25-1467,C,Kochi,Normal,Oviya Sharma,Female,Home and lifestyle,36.14,9,16.263,341.523,2020-02-20,09:36:15,Ewallet,325.26,4.761904762,16.263,1,Vikrant Tiwari,Vrinda Sharma
313-08-5195,B,Kolkata,Normal,Sanika Verma,Female,Books,85.7,6,25.71,539.91,2015-03-04,14:47:06,Credit Card,514.2,4.761904762,25.71,8.1,Naman Verma,Elina Chauhan
124-69-2849,D,Nashik,Normal,Prisha Khan,Female,Sports and travel,89.18,9,40.131,842.751,2016-10-12,16:20:10,Ewallet,802.62,4.761904762,40.131,4.6,Amar Singh,Oviya Sharma
900-24-6049,E,Hyderabad,Member,Jatin Chauhan,Male,Food and beverages,86.03,5,21.5075,451.6575,2016-03-30,11:03:02,Credit Card,430.15,4.761904762,21.5075,2.3,Mohan Patel,Vanshika Gupta
681-73-5259,A,Vadodara,Normal,Yogesh Mehta,Male,Health and beauty,51.04,6,15.312,321.552,2015-12-16,01:29:12,Cash,306.24,4.761904762,15.312,2.5,Aditya Singh,Chandni Joshi
