Invoice ID,Branch,City,Customer type,Customer_name,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,,Male,Female
512-44-7018,D,Nagpur,Member,Yashvardhan Sharma,Male,Home and lifestyle,98.82,6,29.646,622.566,2018-10-10,01:34:56,Cash,592.92,4.761904762,29.646,8.2,,Jai Kapoor,Fatima Joshi
588-18-3406,B,Indore,Normal,Mahira Verma,Female,Electronic accessories,10.89,9,4.9005,102.9105,2020-12-03,18:35:31,Credit Card,98.01,4.761904762,4.9005,7.2,,Ravi Patel,Saanvi Kumar
589-88-7010,C,Nagpur,Member,Chandni Joshi,Female,Books,64.2,3,9.63,202.23,2023-10-15,14:58:45,Ewallet,192.6,4.761904762,9.63,1.4,,Qureshi Khan,Mahira Verma
730-62-5719,E,Ahmedabad,Normal,Bhuvan Chauhan,Male,Home and lifestyle,90.53,1,4.5265,95.0565,2018-11-08,23:36:20,Ewallet,90.53,4.761904762,4.5265,7.5,,Manoj Sharma,Zara Tiwari
172-60-4030,D,Agra,Normal,Faizan Khan,Male,Health and beauty,35.54,7,12.439,261.219,2017-10-17,00:59:32,Walmart Gift Cards,248.78,4.761904762,12.439,1.3,,Dev Patel,Hira Gupta
507-53-1765,A,Lucknow,Member,Yuvraj Yadav,Male,Sports and travel,99.95,4,19.99,419.79,2020-09-04,08:32:56,Walmart Gift Cards,399.8,4.761904762,19.99,9.8,,Vikrant Tiwari,Fatima Joshi
791-02-8119,C,Bhopal,Member,Vivek Yadav,Male,Sports and travel,53.02,1,2.651,55.671,2023-07-27,13:42:49,Ewallet,53.02,4.761904762,2.651,6,,Vivek Yadav,Saanvi Kumar
458-88-0646,E,Pune,Normal,Omkar Mehta,Male,Home and lifestyle,60.16,2,6.016,126.336,2021-10-21,16:20:03,Cash,120.32,4.761904762,6.016,2.9,,Ishan Verma,Gargi Kapoor
856-73-2065,E,Indore,Normal,Ishan Verma,Male,Home and lifestyle,71.54,2,7.154,150.234,2015-11-30,11:26:21,Ewallet,143.08,4.761904762,7.154,6.2,,Siddharth Reddy,Ujala Kapoor
628-41-9222,D,Chandigarh,Normal,Hitesh Yadav,Male,Home and lifestyle,98.44,1,4.922,103.362,2022-09-28,23:32:55,Cash,98.44,4.761904762,4.922,6.5,,Ishan Verma,Naina Rajput
472-35-8999,A,New Delhi,Member,Kaushal Yadav,Male,Health and beauty,40.34,3,6.051,127.071,2020-03-02,10:16:19,Credit Card,121.02,4.761904762,6.051,1.6,,Lucky Singh,Veda Singh
649-84-5973,C,Nashik,Normal,Bhavna Sharma,Female,Books,88.91,2,8.891,186.711,2022-02-08,18:52:00,Ewallet,177.82,4.761904762,8.891,5.8,,Mohan Patel,Charvi Verma
126-13-9332,A,Pune,Member,Yash Patel,Male,Electronic accessories,31.78,7,11.123,233.583,2015-12-16,12:23:02,Walmart Gift Cards,222.46,4.761904762,11.123,3.4,,Brijesh Sharma,Kashvi Rajput
672-32-4897,D,Kolkata,Normal,Rahul Sharma,Male,Health and beauty,79.81,1,3.9905,83.8005,2019-05-29,13:41:47,Credit Card,79.81,4.761904762,3.9905,8.6,,Utkarsh Yadav,Jiya Sahu
685-66-4582,A,Ahmedabad,Member,Sahil Gupta,Male,Food and beverages,11.01,3,1.6515,34.6815,2015-06-13,14:03:27,Ewallet,33.03,4.761904762,1.6515,1.9,,Pratik Chauhan,Bhavya Tiwari
565-32-6667,E,Chennai,Normal,Oishi Tiwari,Female,Electronic accessories,49.9,3,7.485,157.185,2023-10-30,04:12:06,Cash,149.7,4.761904762,7.485,3.1,,Prakash Sahu,Oorja Gupta
232-74-7292,A,Mumbai,Normal,Eklavya Verma,Male,Books,20.57,2,2.057,43.197,2020-02-15,09:23:51,Credit Card,41.14,4.761904762,2.057,5.3,,Naman Verma,Oorja Gupta
426-92-8034,C,Indore,Member,Gauri Singh,Female,Health and beauty,71.74,7,25.109,527.289,2015-01-19,03:35:37,Ewallet,502.18,4.761904762,25.109,7.6,,Omkar Chauhan,Prisha Khan
599-08-5422,A,Ahmedabad,Normal,Lavisha Kapoor,Female,Clothing,67.73,7,23.7055,497.8155,2015-02-14,18:02:00,Cash,474.11,4.761904762,23.7055,2.6,,Zeeshan Patel,Ria Singh
195-97-9740,D,Vishakhapatnam,Member,Ravi Patel,Male,Health and beauty,85.19,10,42.595,894.495,2023-03-13,01:08:05,Credit Card,851.9,4.761904762,42.595,1.8,,Kunal Gupta,Ishaani Sahu
446-16-6625,A,Hyderabad,Member,Oishi Tiwari,Female,Health and beauty,32.11,9,14.4495,303.4395,2021-11-06,09:21:46,Ewallet,288.99,4.761904762,14.4495,8.9,,Jagdish Yadav,Aanya Sharma
472-23-1298,A,Agra,Normal,Vicky Singh,Male,Books,40.21,2,4.021,84.441,2016-02-05,01:14:33,Credit Card,80.42,4.761904762,4.021,3.3,,Tushar Sahu,Ishita Mehta
934-04-9621,D,Vishakhapatnam,Normal,Chhavi Chauhan,Female,Food and beverages,10.57,10,5.285,110.985,2017-07-08,22:27:00,Cash,105.7,4.761904762,5.285,6,,Utkarsh Yadav,Kanika Singh
553-89-3163,B,Surat,Normal,Naman Verma,Male,Sports and travel,24.74,1,1.237,25.977,2019-06-18,13:23:53,Credit Card,24.74,4.761904762,1.237,2.2,,Dheeraj Yadav,Trisha Khan
695-57-2755,D,Bangalore,Member,Karthik Kapoor,Male,Electronic accessories,67.33,2,6.733,141.393,2019-03-16,18:29:00,Ewallet,134.66,4.761904762,6.733,3.4,,Chirag Kapoor,Ujala Kapoor
547-60-4214,A,Vishakhapatnam,Member,Tanuj Mehta,Male,Electronic accessories,13.33,3,1.9995,41.9895,2022-04-27,07:33:19,Ewallet,39.99,4.761904762,1.9995,2.2,,Sahil Gupta,Ojasvi Tiwari
654-94-5526,D,Ahmedabad,Normal,Ujjwal Gupta,Male,Sports and travel,17.71,7,6.1985,130.1685,2018-05-26,08:59:20,Walmart Gift Cards,123.97,4.761904762,6.1985,1.8,,Lokesh Tiwari,Prisha Khan
918-79-4396,E,Nagpur,Member,Dev Patel,Male,Clothing,69.56,8,27.824,584.304,2022-11-03,02:09:03,Credit Card,556.48,4.761904762,27.824,3.1,,Tushar Sahu,Gitanjali Sharma
133-92-7946,B,Ahmedabad,Member,Gopal Tiwari,Male,Food and beverages,22.25,10,11.125,233.625,2021-11-27,21:26:22,Ewallet,222.5,4.761904762,11.125,9.5,,Yash Patel,Lavanya Sharma
172-49-4167,B,Chandigarh,Member,Naina Rajput,Female,Sports and travel,43.17,2,4.317,90.657,2021-05-18,23:42:45,Credit Card,86.34,4.761904762,4.317,5.4,,Ujjwal Gupta,Fatima Joshi
282-80-2519,B,Mumbai,Member,Divisha Kapoor,Female,Health and beauty,34.86,3,5.229,109.809,2018-03-06,22:30:50,Ewallet,104.58,4.761904762,5.229,5.3,,Aditya Singh,Ishana Sharma
966-30-9175,E,Agra,Member,Lavisha Kapoor,Female,Sports and travel,81.78,9,36.801,772.821,2023-11-09,02:54:11,Ewallet,736.02,4.761904762,36.801,6.2,,Omkar Joshi,Ojasvi Tiwari
466-56-9728,B,Agra,Normal,Tejas Joshi,Male,Electronic accessories,91.58,7,32.053,673.113,2018-11-29,20:26:33,Ewallet,641.06,4.761904762,32.053,1.3,,Pratik Chauhan,Diya Yadav
903-18-1168,C,New Delhi,Member,Arjun Patel,Male,Books,39.06,1,1.953,41.013,2021-12-15,07:27:48,Walmart Gift Cards,39.06,4.761904762,1.953,9.7,,Javed Khan,Farah Joshi
265-28-3062,C,Chennai,Normal,Urvashi Joshi,Female,Health and beauty,77.96,4,15.592,327.432,2018-06-28,14:25:09,Credit Card,311.84,4.761904762,15.592,9.9,,Mohit Sahu,Eshaan Kapoor
365-38-3265,C,Agra,Normal,Saanvi Kumar,Female,Home and lifestyle,42.88,8,17.152,360.192,2023-04-05,13:09:31,Walmart Gift Cards,343.04,4.761904762,17.152,6.8,,Jatin Chauhan,Hina Gupta
198-78-2777,A,Nagpur,Member,Tejas Joshi,Male,Books,87.97,4,17.594,369.474,2017-02-22,04:04:30,Cash,351.88,4.761904762,17.594,9.1,,Faisal Khan,Hira Gupta
580-70-6172,C,Chennai,Member,Tushar Sahu,Male,Sports and travel,90.56,5,22.64,475.44,2021-06-19,12:01:53,Cash,452.8,4.761904762,22.64,9.2,,Qureshi Khan,Ekta Joshi
224-44-8806,E,Surat,Normal,Mukesh Kumar,Male,Home and lifestyle,62.47,10,31.235,655.935,2023-01-29,09:03:25,Credit Card,624.7,4.761904762,31.235,4.7,,Ishaan Kumar,Kanika Singh
343-79-5779,A,Jaipur,Normal,Ishaan Kumar,Male,Food and beverages,35.58,5,8.895,186.795,2017-02-18,05:01:11,Credit Card,177.9,4.761904762,8.895,5.3,,Utkarsh Yadav,Oishi Tiwari
347-69-4354,D,Bhopal,Member,Ishaan Kumar,Male,Clothing,81.69,1,4.0845,85.7745,2023-06-12,17:42:46,Walmart Gift Cards,81.69,4.761904762,4.0845,9.5,,Amar Singh,Parina Patel
300-98-1926,E,Mumbai,Member,Ira Kumar,Female,Sports and travel,33.82,3,5.073,106.533,2022-08-26,04:38:54,Cash,101.46,4.761904762,5.073,6,,Dev Patel,Bhavna Sharma
721-04-9048,B,Jaipur,Normal,Qiana Tiwari,Female,Home and lifestyle,34.73,7,12.1555,255.2655,2023-01-27,17:01:52,Credit Card,243.11,4.761904762,12.1555,9.3,,Yash Patel,Aanya Sharma
485-63-4501,A,New Delhi,Member,Abhishek Yadav,Male,Health and beauty,44.01,4,8.802,184.842,2016-09-27,07:42:50,Walmart Gift Cards,176.04,4.761904762,8.802,1.6,,Siddharth Reddy,Anika Patel
532-68-0915,C,Lucknow,Normal,Aanya Sharma,Female,Books,87.76,10,43.88,921.48,2021-12-17,23:58:05,Cash,877.6,4.761904762,43.88,8.4,,Prakash Sahu,Chhavi Chauhan
317-09-9293,A,Jaipur,Normal,Kaushal Yadav,Male,Home and lifestyle,80.95,7,28.3325,594.9825,2016-03-15,09:47:41,Ewallet,566.65,4.761904762,28.3325,4.8,,Mohan Patel,Eshaan Kapoor
519-48-9865,D,New Delhi,Member,Nishant Verma,Male,Food and beverages,75.98,6,22.794,478.674,2020-04-07,16:08:39,Walmart Gift Cards,455.88,4.761904762,22.794,5,,Raghav Patel,Leela Yadav
942-66-9776,C,Bhopal,Normal,Faisal Khan,Male,Clothing,31.46,2,3.146,66.066,2019-01-24,12:27:49,Cash,62.92,4.761904762,3.146,5.3,,Gagan Singh,Myra Patel
605-44-6137,D,Kolkata,Normal,Nitya Yadav,Female,Home and lifestyle,87.41,1,4.3705,91.7805,2022-04-18,12:59:24,Credit Card,87.41,4.761904762,4.3705,3.9,,Dinesh Yadav,Gitanjali Sharma
965-97-0586,E,Vishakhapatnam,Normal,Anika Patel,Female,Home and lifestyle,87.62,2,8.762,184.002,2015-11-28,07:05:22,Ewallet,175.24,4.761904762,8.762,2.9,,Aniket Yadav,Prisha Khan
711-17-7252,B,Vadodara,Normal,Karthik Kapoor,Male,Clothing,66.8,6,20.04,420.84,2017-10-11,12:34:08,Credit Card,400.8,4.761904762,20.04,8.1,,Inder Rajput,Aanya Sharma
512-75-4891,D,Bangalore,Normal,Yash Patel,Male,Health and beauty,44.98,6,13.494,283.374,2016-01-28,04:19:27,Cash,269.88,4.761904762,13.494,7.6,,Pradeep Chauhan,Urvashi Joshi
306-02-8249,E,Hyderabad,Member,Kaushal Yadav,Male,Books,58.84,5,14.71,308.91,2020-05-16,16:36:44,Ewallet,294.2,4.761904762,14.71,9.5,,Vivek Yadav,Lavina Yadav
496-70-5754,E,Indore,Normal,Gopal Tiwari,Male,Electronic accessories,40.94,7,14.329,300.909,2022-08-25,19:20:20,Credit Card,286.58,4.761904762,14.329,3.4,,Sunil Verma,Charul Yadav
455-58-8137,C,Nagpur,Member,Prakash Sahu,Male,Books,60.78,5,15.195,319.095,2017-06-29,01:20:16,Cash,303.9,4.761904762,15.195,9.5,,Karthik Kapoor,Qiana Tiwari
262-69-7707,A,Jaipur,Normal,Aaradhya Yadav,Female,Electronic accessories,41.21,5,10.3025,216.3525,2017-03-01,18:34:57,Credit Card,206.05,4.761904762,10.3025,1.7,,Yogesh Mehta,Gargi Kapoor
534-21-7356,D,Nashik,Member,Sunil Verma,Male,Food and beverages,17.52,6,5.256,110.376,2016-09-23,09:14:01,Credit Card,105.12,4.761904762,5.256,5.9,,Jatin Chauhan,Diya Yadav
466-49-5653,D,Agra,Normal,Himanshu Kapoor,Male,Home and lifestyle,65.91,10,32.955,692.055,2022-02-06,20:36:04,Cash,659.1,4.761904762,32.955,2.6,,Zain Khan,Saisha Khan
128-20-7870,B,Vishakhapatnam,Normal,Hema Sahu,Female,Electronic accessories,58.98,3,8.847,185.787,2021-01-10,22:30:54,Walmart Gift Cards,176.94,4.761904762,8.847,7.4,,Arjun Patel,Tanya Rajput
450-48-9126,E,Kolkata,Normal,Tithira Kapoor,Female,Electronic accessories,88.61,7,31.0135,651.2835,2020-05-28,01:01:14,Credit Card,620.27,4.761904762,31.0135,9.3,,Brijesh Sharma,Ishaani Sahu
707-21-0917,B,Chandigarh,Member,Hira Gupta,Female,Food and beverages,80.13,5,20.0325,420.6825,2022-01-29,13:57:42,Credit Card,400.65,4.761904762,20.0325,1.8,,Ishan Verma,Zoya Gupta
261-28-1149,A,Chennai,Normal,Lavisha Kapoor,Female,Food and beverages,66,1,3.3,69.3,2023-10-11,13:11:53,Cash,66,4.761904762,3.3,7.6,,Omkar Mehta,Risha Joshi
222-38-3251,A,Bhopal,Normal,Deepesh Verma,Male,Clothing,73.3,9,32.985,692.685,2015-08-06,17:26:37,Credit Card,659.7,4.761904762,32.985,1.7,,Govind Tiwari,Zara Tiwari
932-34-0719,D,New Delhi,Member,Parina Patel,Female,Health and beauty,66.85,5,16.7125,350.9625,2020-09-09,21:47:58,Cash,334.25,4.761904762,16.7125,4.2,,Rajveer Gupta,Oviya Sharma
533-80-8408,B,Vadodara,Normal,Queenie Sharma,Female,Clothing,87.09,10,43.545,914.445,2022-04-29,18:57:22,Ewallet,870.9,4.761904762,43.545,4.2,,Tanuj Mehta,Charul Yadav
493-11-5338,B,Pune,Member,Zain Khan,Male,Home and lifestyle,10.39,8,4.156,87.276,2022-09-19,10:27:29,Ewallet,83.12,4.761904762,4.156,3.1,,Faizan Khan,Riddhi Verma
138-17-5157,E,Nashik,Normal,Ishana Sharma,Female,Food and beverages,45.46,2,4.546,95.466,2018-12-24,12:13:24,Walmart Gift Cards,90.92,4.761904762,4.546,3.4,,Ishan Verma,Queenie Sharma
123-67-5377,C,Ahmedabad,Normal,Devanshi Tiwari,Female,Home and lifestyle,75.52,4,15.104,317.184,2019-02-08,03:56:51,Credit Card,302.08,4.761904762,15.104,7.6,,Ujjwal Gupta,Urvashi Joshi
973-04-3519,B,Vishakhapatnam,Normal,Tarun Kumar,Male,Food and beverages,48.05,8,19.22,403.62,2020-12-05,18:03:07,Ewallet,384.4,4.761904762,19.22,6.8,,Uday Sahu,Eshaan Kapoor
123-87-9911,A,Nashik,Member,Faisal Khan,Male,Health and beauty,58.41,5,14.6025,306.6525,2023-12-19,22:32:27,Walmart Gift Cards,292.05,4.761904762,14.6025,5.1,,Tanuj Mehta,Chhavi Chauhan
605-45-5034,B,Chandigarh,Member,Lavina Yadav,Female,Home and lifestyle,30.22,4,6.044,126.924,2018-01-30,05:06:54,Credit Card,120.88,4.761904762,6.044,2.2,,Omkar Joshi,Falguni Mehta
620-03-0815,D,Surat,Normal,Aryan Gupta,Male,Home and lifestyle,20.68,1,1.034,21.714,2020-05-23,03:22:27,Walmart Gift Cards,20.68,4.761904762,1.034,7.2,,Tejas Joshi,Ria Singh
460-87-5324,B,Nagpur,Member,Kanika Singh,Female,Electronic accessories,41.4,4,8.28,173.88,2022-05-07,05:38:15,Ewallet,165.6,4.761904762,8.28,7.2,,Yuvraj Yadav,Riddhi Verma
965-89-6124,E,Hyderabad,Member,Divya Chauhan,Female,Home and lifestyle,29.06,7,10.171,213.591,2022-08-23,12:02:47,Walmart Gift Cards,203.42,4.761904762,10.171,9.7,,Tejas Joshi,Eshaan Kapoor
530-77-4662,C,Pune,Normal,Megha Kapoor,Female,Food and beverages,95.93,7,33.5755,705.0855,2016-11-13,10:49:23,Walmart Gift Cards,671.51,4.761904762,33.5755,8.7,,Brijesh Sharma,Aaradhya Yadav
573-77-7589,E,Nashik,Normal,Trisha Khan,Female,Clothing,69.77,9,31.3965,659.3265,2021-08-27,18:04:04,Cash,627.93,4.761904762,31.3965,6.4,,Armaan Khan,Eesha Verma
482-40-7117,B,Hyderabad,Normal,Prakash Sahu,Male,Sports and travel,23.6,2,2.36,49.56,2020-09-01,22:25:15,Walmart Gift Cards,47.2,4.761904762,2.36,4.8,,Neeraj Singh,Kavya Rajput
613-97-4215,E,Kochi,Normal,Deepesh Verma,Male,Home and lifestyle,92.3,2,9.23,193.83,2015-05-18,04:11:11,Walmart Gift Cards,184.6,4.761904762,9.23,3.7,,Naman Verma,Riddhi Verma
327-94-8819,D,Jaipur,Member,Anika Patel,Female,Health and beauty,62.82,6,18.846,395.766,2017-05-13,09:38:47,Walmart Gift Cards,376.92,4.761904762,18.846,7.3,,Keshav Sharma,Anushka Yadav
365-61-9415,C,Vadodara,Normal,Pradeep Chauhan,Male,Health and beauty,72.1,5,18.025,378.525,2023-01-27,13:34:27,Ewallet,360.5,4.761904762,18.025,9.9,,Zain Khan,Riddhi Verma
839-07-4614,D,Nagpur,Normal,Arjun Patel,Male,Food and beverages,76.56,4,15.312,321.552,2019-11-09,22:06:32,Credit Card,306.24,4.761904762,15.312,1.2,,Sahil Gupta,Ishaani Sahu
370-57-4481,E,Jaipur,Normal,Gauri Singh,Female,Food and beverages,66.84,9,30.078,631.638,2020-08-18,23:08:18,Walmart Gift Cards,601.56,4.761904762,30.078,5.9,,Naveen Sharma,Tithira Kapoor
990-82-5494,B,Hyderabad,Normal,Ishaan Kumar,Male,Sports and travel,49.75,6,14.925,313.425,2022-04-17,15:14:45,Ewallet,298.5,4.761904762,14.925,3.2,,Tejas Joshi,Fatima Joshi
406-03-5213,C,Chandigarh,Normal,Naman Verma,Male,Home and lifestyle,35.23,3,5.2845,110.9745,2022-09-21,18:04:34,Ewallet,105.69,4.761904762,5.2845,2,,Farhan Khan,Falguni Mehta
110-34-2465,A,Indore,Normal,Aniket Yadav,Male,Home and lifestyle,31.89,5,7.9725,167.4225,2016-01-03,17:10:09,Cash,159.45,4.761904762,7.9725,5.5,,Lakshay Sharma,Anika Patel
136-00-6568,C,Bangalore,Member,Bela Yadav,Female,Books,98.29,9,44.2305,928.8405,2021-05-12,09:47:10,Ewallet,884.61,4.761904762,44.2305,1,,Mohan Patel,Urvashi Joshi
493-37-8677,C,Pune,Normal,Amar Singh,Male,Sports and travel,52.96,3,7.944,166.824,2017-04-17,23:18:57,Ewallet,158.88,4.761904762,7.944,9.8,,Pratik Chauhan,Dia Mehta
651-13-8462,C,Vadodara,Member,Lavina Yadav,Female,Food and beverages,24.53,10,12.265,257.565,2017-04-16,03:21:19,Walmart Gift Cards,245.3,4.761904762,12.265,1.8,,Omkar Chauhan,Charvi Verma
237-67-1283,C,Hyderabad,Member,Yashi Kapoor,Female,Electronic accessories,98.66,10,49.33,1035.93,2023-11-09,00:45:16,Walmart Gift Cards,986.6,4.761904762,49.33,8.5,,Lucky Singh,Sanika Verma
948-97-3062,C,Pune,Normal,Jatin Chauhan,Male,Electronic accessories,60.57,3,9.0855,190.7955,2019-05-07,12:23:02,Walmart Gift Cards,181.71,4.761904762,9.0855,6.5,,Yogesh Mehta,Diya Yadav
557-04-3532,E,Bhopal,Member,Vanshika Gupta,Female,Electronic accessories,66.12,1,3.306,69.426,2021-03-20,10:42:43,Cash,66.12,4.761904762,3.306,9.5,,Neeraj Singh,Yuvika Patel
619-87-1061,E,Vadodara,Member,Fatima Joshi,Female,Sports and travel,96.97,10,48.485,1018.185,2020-11-12,19:36:58,Walmart Gift Cards,969.7,4.761904762,48.485,2,,Vikrant Tiwari,Ginni Gupta
764-86-4203,B,Ahmedabad,Member,Zoya Gupta,Female,Home and lifestyle,17.33,6,5.199,109.179,2017-06-02,11:30:27,Ewallet,103.98,4.761904762,5.199,6.5,,Hrishikesh Kapoor,Lavanya Sharma
679-26-6936,A,Nagpur,Normal,Saanvi Kumar,Female,Clothing,12.89,9,5.8005,121.8105,2016-07-08,10:46:22,Ewallet,116.01,4.761904762,5.8005,2.1,,Tarun Kumar,Hina Gupta
608-12-4416,C,Nagpur,Member,Rithika Joshi,Female,Food and beverages,49.95,4,9.99,209.79,2018-11-16,04:36:19,Credit Card,199.8,4.761904762,9.99,1.6,,Pranav Rajput,Zoya Gupta
655-01-5116,A,Agra,Member,Vivek Yadav,Male,Health and beauty,88.05,8,35.22,739.62,2016-09-26,04:38:13,Walmart Gift Cards,704.4,4.761904762,35.22,5.8,,Gaurav Tiwari,Charul Yadav
353-37-5666,B,Hyderabad,Member,Ujala Kapoor,Female,Sports and travel,16.55,1,0.8275,17.3775,2022-11-21,00:21:56,Cash,16.55,4.761904762,0.8275,7.8,,Abhishek Yadav,Falak Patel
494-06-1440,A,Bangalore,Normal,Bela Yadav,Female,Sports and travel,14.61,8,5.844,122.724,2019-07-26,00:36:39,Walmart Gift Cards,116.88,4.761904762,5.844,7.7,,Tushar Sahu,Aashi Mehta
559-14-0930,D,Vadodara,Member,Aanya Sharma,Female,Health and beauty,10.44,7,3.654,76.734,2018-09-19,14:01:29,Walmart Gift Cards,73.08,4.761904762,3.654,1.3,,Sunil Verma,Nitya Yadav
179-19-7761,D,Nagpur,Member,Imran Khan,Male,Clothing,14.67,8,5.868,123.228,2022-07-25,16:53:26,Cash,117.36,4.761904762,5.868,2.9,,Armaan Khan,Nandini Patel
853-76-1703,C,Nashik,Normal,Vanshika Gupta,Female,Health and beauty,50.63,4,10.126,212.646,2021-03-31,17:38:04,Credit Card,202.52,4.761904762,10.126,2.2,,Vivek Yadav,Kanika Singh
541-98-4986,D,Agra,Normal,Parth Kapoor,Male,Home and lifestyle,30.04,4,6.008,126.168,2020-01-22,10:39:43,Cash,120.16,4.761904762,6.008,9.7,,Vivek Yadav,Gitanjali Sharma
587-13-7601,A,Nagpur,Member,Anika Patel,Female,Sports and travel,49.73,9,22.3785,469.9485,2015-05-20,07:39:04,Walmart Gift Cards,447.57,4.761904762,22.3785,9.7,,Farhan Khan,Ginni Gupta
158-88-0180,D,Bhopal,Member,Harshit Patel,Male,Sports and travel,35.88,2,3.588,75.348,2015-02-25,20:16:26,Walmart Gift Cards,71.76,4.761904762,3.588,9.2,,Prakash Sahu,Aashi Mehta
855-17-4625,E,Nagpur,Member,Tanisha Patel,Female,Home and lifestyle,95.26,1,4.763,100.023,2019-11-01,16:30:00,Ewallet,95.26,4.761904762,4.763,5.6,,Ujjwal Gupta,Qamar Yadav
425-05-2398,D,Kolkata,Member,Vicky Singh,Male,Sports and travel,95.93,5,23.9825,503.6325,2017-06-25,09:31:50,Credit Card,479.65,4.761904762,23.9825,3.9,,Manoj Sharma,Saanvi Kumar
349-26-7760,C,Bhopal,Normal,Upasana Yadav,Female,Health and beauty,39.91,2,3.991,83.811,2020-10-08,04:00:52,Ewallet,79.82,4.761904762,3.991,6,,Omkar Joshi,Lavanya Sharma
804-26-3593,D,Hyderabad,Normal,Mahira Verma,Female,Home and lifestyle,87.35,5,21.8375,458.5875,2019-07-05,14:45:53,Walmart Gift Cards,436.75,4.761904762,21.8375,1.5,,Yashvardhan Sharma,Jia Kapoor
953-65-1999,B,Mumbai,Member,Zain Khan,Male,Electronic accessories,96.1,2,9.61,201.81,2017-12-05,17:47:13,Credit Card,192.2,4.761904762,9.61,4.8,,Kunal Gupta,Megha Kapoor
257-52-7914,C,Jaipur,Normal,Bhuvan Chauhan,Male,Food and beverages,74.98,10,37.49,787.29,2022-07-14,02:18:30,Cash,749.8,4.761904762,37.49,5.6,,Pradeep Chauhan,Anushka Yadav
871-37-2569,C,Ahmedabad,Member,Mahira Verma,Female,Books,70.64,5,17.66,370.86,2018-03-19,01:16:03,Ewallet,353.2,4.761904762,17.66,4.1,,Faizan Khan,Anika Patel
201-11-1411,A,Agra,Normal,Yashi Kapoor,Female,Home and lifestyle,55.44,5,13.86,291.06,2021-10-17,22:48:42,Walmart Gift Cards,277.2,4.761904762,13.86,4.2,,Mohit Sahu,Charvi Verma
476-92-2689,C,Agra,Member,Tejas Joshi,Male,Home and lifestyle,59.81,6,17.943,376.803,2023-11-13,04:11:12,Ewallet,358.86,4.761904762,17.943,6.1,,Imran Khan,Tithira Kapoor
642-92-4089,E,Pune,Normal,Zoya Gupta,Female,Health and beauty,59.8,6,17.94,376.74,2017-03-08,14:26:24,Walmart Gift Cards,358.8,4.761904762,17.94,1,,Zain Khan,Qiana Tiwari
568-81-1167,B,Kolkata,Normal,Tushar Sahu,Male,Books,93.56,7,32.746,687.666,2015-08-22,17:28:26,Walmart Gift Cards,654.92,4.761904762,32.746,7,,Tarun Kumar,Megha Kapoor
991-67-8164,E,New Delhi,Normal,Aditi Singh,Female,Books,61.49,4,12.298,258.258,2019-05-05,05:27:04,Ewallet,245.96,4.761904762,12.298,2.5,,Manoj Sharma,Ujala Kapoor
778-55-0586,E,Indore,Member,Neeraj Singh,Male,Clothing,20.09,5,5.0225,105.4725,2016-06-28,14:18:25,Walmart Gift Cards,100.45,4.761904762,5.0225,1.4,,Pratik Chauhan,Zaina Chauhan
435-59-4757,C,Lucknow,Member,Deepesh Verma,Male,Food and beverages,72.88,3,10.932,229.572,2020-03-06,05:42:09,Walmart Gift Cards,218.64,4.761904762,10.932,4.8,,Yogesh Mehta,Lavisha Kapoor
210-45-7881,C,Kochi,Member,Aryan Gupta,Male,Home and lifestyle,42.23,10,21.115,443.415,2020-03-15,18:53:03,Credit Card,422.3,4.761904762,21.115,7.5,,Lucky Singh,Risha Joshi
596-25-1884,A,Mumbai,Member,Falguni Mehta,Female,Home and lifestyle,57.06,9,25.677,539.217,2015-10-27,11:07:28,Walmart Gift Cards,513.54,4.761904762,25.677,8.5,,Javed Khan,Zaina Tiwari
367-45-8868,B,Chandigarh,Member,Myra Patel,Female,Health and beauty,71.72,4,14.344,301.224,2023-10-27,23:48:53,Walmart Gift Cards,286.88,4.761904762,14.344,3.8,,Nitin Singh,Falak Patel
491-75-9036,C,Kolkata,Member,Jatin Chauhan,Male,Health and beauty,40.15,1,2.0075,42.1575,2018-09-18,19:30:56,Walmart Gift Cards,40.15,4.761904762,2.0075,1.2,,Keshav Sharma,Kashvi Rajput
116-56-8068,C,Pune,Normal,Anika Patel,Female,Clothing,64.65,4,12.93,271.53,2015-07-30,22:56:08,Cash,258.6,4.761904762,12.93,2.1,,Chetan Kumar,Oviya Sharma
894-25-8743,A,Indore,Normal,Hema Sahu,Female,Electronic accessories,16.81,8,6.724,141.204,2023-04-26,09:52:13,Walmart Gift Cards,134.48,4.761904762,6.724,2.3,,Armaan Khan,Trisha Khan
770-22-5727,A,Agra,Member,Utkarsh Yadav,Male,Sports and travel,94.2,2,9.42,197.82,2020-08-23,04:34:12,Cash,188.4,4.761904762,9.42,4.3,,Brijesh Sharma,Anushka Yadav
156-29-7556,E,Bangalore,Member,Ishaan Kumar,Male,Electronic accessories,87.3,2,8.73,183.33,2019-05-09,19:54:36,Credit Card,174.6,4.761904762,8.73,8.5,,Yuvraj Yadav,Tithira Kapoor
789-12-3844,E,Surat,Normal,Omkar Joshi,Male,Food and beverages,36.31,3,5.4465,114.3765,2021-04-16,14:44:38,Ewallet,108.93,4.761904762,5.4465,4.5,,Kaushal Yadav,Yashi Kapoor
